state,accountlength,areacode,internationalplan,voicemailplan,numbervmailmessages,totaldayminutes,totaldaycalls,totaldaycharge,totaleveminutes,totalevecalls,totalevecharge,totalnightminutes,totalnightcalls,totalnightcharge,totalintlminutes,totalintlcalls,totalintlcharge,numbercustomerservicecalls,class,
IL,66.0,415.0, no, yes,21.0,134.4,110.0,22.85,136.2,104.0,11.58,215.6,105.0,9.7,9.7,4.0,2.62,3.0, False.,
GA,162.0,408.0, no, yes,21.0,205.2,128.0,34.88,231.7,128.0,19.69,180.3,100.0,8.11,10.6,3.0,2.86,2.0, False.,
NC,115.0,415.0, no, yes,26.0,132.3,142.0,22.49,273.4,89.0,23.24,195.7,77.0,8.81,14.8,7.0,4.0,0.0, False.,
HI,132.0,415.0, no, no,0.0,140.3,144.0,23.85,294.8,89.0,25.06,153.5,126.0,6.91,11.7,4.0,3.16,2.0, False.,
OK,152.0,415.0, no, no,0.0,284.6,113.0,48.38,141.8,101.0,12.05,127.4,78.0,5.73,12.6,5.0,3.4,0.0, False.,
DC,86.0,415.0, no, yes,29.0,189.3,107.0,32.18,221.3,101.0,18.81,325.6,137.0,14.65,13.8,3.0,3.73,1.0, False.,
SC,36.0,415.0, no, no,0.0,184.6,132.0,31.38,193.7,69.0,16.46,283.5,83.0,12.76,5.9,3.0,1.59,1.0, False.,
MN,118.0,415.0, no, no,0.0,161.6,96.0,27.47,223.9,113.0,19.03,240.6,137.0,10.83,6.8,2.0,1.84,0.0, False.,
HI,137.0,510.0, no, yes,20.0,268.5,91.0,45.65,128.8,121.0,10.95,146.4,98.0,6.59,12.7,6.0,3.43,1.0, False.,
NJ,67.0,415.0, no, no,0.0,178.0,77.0,30.26,233.6,88.0,19.86,175.6,88.0,7.9,6.3,4.0,1.7,2.0, False.,
MI,164.0,415.0, no, no,0.0,215.6,90.0,36.65,171.6,99.0,14.59,110.4,105.0,4.97,11.3,6.0,3.05,1.0, False.,
UT,180.0,510.0, no, no,0.0,253.9,69.0,43.16,184.2,138.0,15.66,174.3,83.0,7.84,0.4,7.0,0.11,1.0, False.,
IA,80.0,408.0, no, yes,22.0,182.8,142.0,31.08,229.3,111.0,19.49,313.8,85.0,14.12,11.3,2.0,3.05,1.0, False.,
CO,126.0,415.0, no, no,0.0,120.0,82.0,20.4,213.6,111.0,18.16,312.9,136.0,14.08,7.5,6.0,2.03,1.0, False.,
MS,138.0,408.0, no, no,0.0,138.7,124.0,23.58,280.3,64.0,23.83,206.7,98.0,9.3,10.4,4.0,2.81,1.0, False.,
MA,101.0,408.0, no, no,0.0,189.0,122.0,32.13,179.2,91.0,15.23,186.8,170.0,8.41,11.1,6.0,3.0,0.0, False.,
NY,147.0,408.0, no, no,0.0,134.6,91.0,22.88,175.1,83.0,14.88,201.1,114.0,9.05,8.9,3.0,2.4,0.0, False.,
VA,58.0,408.0, no, no,0.0,181.4,106.0,30.84,145.8,77.0,12.39,200.3,85.0,9.01,7.9,3.0,2.13,0.0, False.,
IN,35.0,510.0, no, yes,23.0,194.6,106.0,33.08,199.8,132.0,16.98,189.6,88.0,8.53,10.1,7.0,2.73,4.0, False.,
NH,163.0,415.0, no, yes,39.0,268.1,104.0,45.58,216.6,65.0,18.41,359.9,118.0,16.2,11.4,4.0,3.08,0.0, False.,
IL,103.0,408.0, no, no,0.0,205.2,74.0,34.88,200.8,97.0,17.07,251.1,94.0,11.3,11.2,1.0,3.02,1.0, False.,
AK,152.0,510.0, no, no,0.0,302.8,143.0,51.48,189.8,69.0,16.13,214.9,114.0,9.67,10.9,4.0,2.94,2.0, False.,
WV,44.0,408.0, no, no,0.0,213.2,85.0,36.24,224.0,128.0,19.04,137.8,74.0,6.2,12.5,5.0,3.38,1.0, False.,
NH,75.0,510.0, no, no,0.0,192.0,106.0,32.64,140.4,97.0,11.93,190.1,94.0,8.55,7.6,5.0,2.05,2.0, False.,
NM,103.0,408.0, no, no,0.0,107.9,111.0,18.34,166.9,129.0,14.19,208.5,78.0,9.38,9.7,3.0,2.62,1.0, False.,
RI,126.0,510.0, no, no,0.0,181.7,102.0,30.89,216.3,114.0,18.39,317.9,83.0,14.31,12.4,6.0,3.35,1.0, False.,
KS,104.0,408.0, no, no,0.0,191.8,105.0,32.61,148.7,96.0,12.64,234.8,123.0,10.57,19.3,4.0,5.21,1.0, False.,
AR,99.0,408.0, no, yes,21.0,180.2,97.0,30.63,167.7,47.0,14.25,203.1,84.0,9.14,14.6,5.0,3.94,2.0, False.,
NH,119.0,408.0, no, no,0.0,215.1,105.0,36.57,249.4,104.0,21.2,249.9,83.0,11.25,10.8,8.0,2.92,2.0, False.,
KY,155.0,510.0, yes, yes,38.0,234.6,84.0,39.88,214.9,119.0,18.27,196.7,69.0,8.85,8.0,2.0,2.16,1.0, False.,
KS,51.0,415.0, no, yes,43.0,158.2,94.0,26.89,213.2,105.0,18.12,190.4,91.0,8.57,8.5,2.0,2.3,2.0, False.,
SC,142.0,510.0, no, no,0.0,204.2,98.0,34.71,188.9,85.0,16.06,231.2,136.0,10.4,6.5,6.0,1.76,1.0, False.,
ID,108.0,415.0, no, no,0.0,221.8,105.0,37.71,108.2,107.0,9.2,207.1,87.0,9.32,12.1,3.0,3.27,2.0, False.,
OH,154.0,415.0, no, yes,14.0,183.0,113.0,31.11,187.0,144.0,15.9,181.1,112.0,8.15,10.2,3.0,2.75,1.0, False.,
AL,171.0,510.0, no, no,0.0,221.5,103.0,37.66,109.5,58.0,9.31,134.6,115.0,6.06,11.6,4.0,3.13,1.0, False.,
KS,33.0,415.0, no, no,0.0,228.1,77.0,38.78,176.3,102.0,14.99,224.5,119.0,10.1,7.5,1.0,2.03,0.0, False.,
CT,68.0,510.0, yes, no,0.0,197.7,99.0,33.61,188.8,106.0,16.05,254.6,80.0,11.46,19.2,4.0,5.18,3.0, False.,
WY,65.0,415.0, no, yes,21.0,135.1,120.0,22.97,238.4,90.0,20.26,286.4,93.0,12.89,11.0,9.0,2.97,4.0, False.,
NV,95.0,415.0, no, yes,35.0,238.3,86.0,40.51,258.1,132.0,21.94,194.9,72.0,8.77,13.1,4.0,3.54,5.0, False.,
ID,47.0,415.0, no, yes,28.0,196.2,88.0,33.35,194.8,106.0,16.56,243.0,103.0,10.93,10.5,10.0,2.84,0.0, False.,
IN,49.0,415.0, no, yes,20.0,205.9,109.0,35.0,298.4,105.0,25.36,142.1,91.0,6.39,12.3,3.0,3.32,4.0, False.,
AK,104.0,415.0, no, no,0.0,174.1,97.0,29.6,174.6,104.0,14.84,182.7,158.0,8.22,9.3,4.0,2.51,3.0, False.,
AR,173.0,408.0, no, no,0.0,154.6,81.0,26.28,147.3,100.0,12.52,132.9,99.0,5.98,6.9,5.0,1.86,0.0, False.,
WI,98.0,415.0, yes, yes,20.0,186.2,112.0,31.65,145.3,65.0,12.35,142.8,104.0,6.43,10.9,4.0,2.94,3.0, False.,
IN,81.0,415.0, no, no,0.0,176.1,113.0,29.94,162.0,80.0,13.77,160.9,83.0,7.24,11.9,4.0,3.21,1.0, False.,
KY,70.0,408.0, no, no,0.0,156.6,82.0,26.62,193.1,112.0,16.41,179.8,108.0,8.09,12.6,1.0,3.4,1.0, False.,
AZ,63.0,415.0, no, yes,19.0,163.0,75.0,27.71,238.4,103.0,20.26,171.8,100.0,7.73,11.3,3.0,3.05,3.0, False.,
IN,32.0,415.0, no, no,0.0,103.6,78.0,17.61,238.5,115.0,20.27,186.9,70.0,8.41,11.0,4.0,2.97,2.0, False.,
NC,111.0,415.0, no, no,0.0,162.1,98.0,27.56,217.6,87.0,18.5,264.1,107.0,11.88,7.7,1.0,2.08,0.0, False.,
MD,96.0,415.0, no, no,0.0,149.2,125.0,25.36,210.6,119.0,17.9,290.5,102.0,13.07,9.4,3.0,2.54,4.0, False.,
NM,79.0,415.0, no, no,0.0,187.3,108.0,31.84,177.1,72.0,15.05,269.2,135.0,12.11,9.5,3.0,2.57,3.0, False.,
OH,123.0,510.0, no, no,0.0,222.4,90.0,37.81,286.3,104.0,24.34,300.8,95.0,13.54,9.9,3.0,2.67,2.0, False.,
IN,88.0,415.0, no, no,0.0,82.7,94.0,14.06,157.5,130.0,13.39,205.9,81.0,9.27,10.6,4.0,2.86,0.0, False.,
VA,182.0,408.0, no, yes,24.0,215.2,73.0,36.58,133.1,85.0,11.31,205.1,79.0,9.23,10.9,7.0,2.94,0.0, False.,
GA,84.0,408.0, yes, yes,18.0,136.8,114.0,23.26,200.3,110.0,17.03,199.0,86.0,8.96,8.0,4.0,2.16,3.0, False.,
AL,109.0,415.0, no, no,0.0,168.0,103.0,28.56,190.8,100.0,16.22,196.9,65.0,8.86,7.1,4.0,1.92,0.0, False.,
IA,79.0,415.0, no, yes,12.0,62.4,119.0,10.61,237.6,96.0,20.2,193.4,116.0,8.7,7.8,2.0,2.11,0.0, False.,
VA,68.0,415.0, no, yes,41.0,226.0,113.0,38.42,149.8,115.0,12.73,184.9,88.0,8.32,11.5,2.0,3.11,2.0, False.,
SD,129.0,408.0, no, no,0.0,52.2,93.0,8.87,128.8,117.0,10.95,141.7,63.0,6.38,9.4,12.0,2.54,1.0, True.,
NV,70.0,415.0, no, no,0.0,205.7,80.0,34.97,221.4,103.0,18.82,206.2,117.0,9.28,14.2,5.0,3.83,2.0, False.,
WY,44.0,415.0, no, yes,20.0,184.8,105.0,31.42,195.0,169.0,16.58,130.1,121.0,5.85,11.6,3.0,3.13,1.0, False.,
MA,113.0,510.0, no, no,0.0,193.1,93.0,32.83,206.4,85.0,17.54,215.9,102.0,9.72,11.1,2.0,3.0,1.0, False.,
NJ,38.0,415.0, no, no,0.0,228.3,129.0,38.81,141.9,83.0,12.06,268.6,116.0,12.09,9.7,3.0,2.62,2.0, False.,
UT,86.0,510.0, yes, yes,41.0,225.5,95.0,38.34,229.3,101.0,19.49,134.0,82.0,6.03,11.6,10.0,3.13,2.0, False.,
NM,170.0,408.0, no, no,0.0,215.4,94.0,36.62,138.2,97.0,11.75,237.1,117.0,10.67,12.5,5.0,3.38,1.0, False.,
NH,59.0,415.0, no, no,0.0,163.5,107.0,27.8,187.1,91.0,15.9,179.1,100.0,8.06,10.3,1.0,2.78,2.0, False.,
NJ,112.0,510.0, no, yes,22.0,244.7,104.0,41.6,203.1,88.0,17.26,222.0,84.0,9.99,7.4,6.0,2.0,0.0, False.,
MA,152.0,408.0, no, no,0.0,216.7,70.0,36.84,152.7,102.0,12.98,181.2,99.0,8.15,11.6,6.0,3.13,1.0, False.,
GA,108.0,415.0, no, yes,15.0,196.8,79.0,33.46,173.5,99.0,14.75,274.7,108.0,12.36,14.6,5.0,3.94,1.0, False.,
AK,91.0,510.0, no, no,0.0,197.3,120.0,33.54,202.4,89.0,17.2,290.5,128.0,13.07,15.3,7.0,4.13,1.0, False.,
AR,57.0,415.0, no, yes,23.0,208.7,57.0,35.48,233.4,132.0,19.84,108.8,117.0,4.9,9.1,5.0,2.46,1.0, False.,
WV,112.0,408.0, no, no,0.0,168.4,53.0,28.63,187.5,68.0,15.94,204.5,125.0,9.2,9.8,3.0,2.65,1.0, False.,
OR,100.0,415.0, no, no,0.0,129.4,69.0,22.0,251.3,73.0,21.36,157.1,92.0,7.07,10.4,3.0,2.81,1.0, False.,
ID,42.0,510.0, yes, no,0.0,260.9,94.0,44.35,152.8,123.0,12.99,212.6,94.0,9.57,11.1,4.0,3.0,1.0, False.,
NY,68.0,415.0, no, no,0.0,267.9,80.0,45.54,145.4,143.0,12.36,273.3,119.0,12.3,14.9,1.0,4.02,3.0, False.,
KY,132.0,415.0, no, no,0.0,172.7,90.0,29.36,344.0,62.0,29.24,301.6,113.0,13.57,5.5,4.0,1.49,0.0, False.,
RI,137.0,408.0, yes, no,0.0,159.1,80.0,27.05,239.8,81.0,20.38,249.0,96.0,11.21,8.5,5.0,2.3,0.0, False.,
ID,42.0,510.0, no, no,0.0,166.8,138.0,28.36,212.4,78.0,18.05,194.7,70.0,8.76,12.4,9.0,3.35,2.0, False.,
NH,81.0,415.0, no, yes,17.0,145.7,89.0,24.77,202.9,70.0,17.25,212.4,92.0,9.56,9.5,5.0,2.57,1.0, False.,
CO,135.0,408.0, no, no,0.0,129.4,104.0,22.0,199.0,96.0,16.92,142.4,81.0,6.41,12.3,4.0,3.32,1.0, False.,
IA,102.0,510.0, no, no,0.0,171.5,77.0,29.16,261.0,107.0,22.19,328.8,72.0,14.8,10.2,1.0,2.75,0.0, False.,
MT,117.0,510.0, no, no,0.0,180.6,134.0,30.7,216.6,96.0,18.41,101.0,122.0,4.55,10.6,6.0,2.86,4.0, False.,
WY,37.0,510.0, no, yes,33.0,225.7,133.0,38.37,223.9,115.0,19.03,192.7,131.0,8.67,11.2,5.0,3.02,3.0, False.,
HI,72.0,408.0, no, no,0.0,153.8,64.0,26.15,304.4,106.0,25.87,185.0,125.0,8.32,8.4,5.0,2.27,1.0, False.,
WI,48.0,510.0, no, no,0.0,176.9,110.0,30.07,274.3,114.0,23.32,115.3,125.0,5.19,11.0,2.0,2.97,1.0, False.,
DE,155.0,415.0, no, no,0.0,250.5,89.0,42.59,146.1,84.0,12.42,164.2,60.0,7.39,8.4,3.0,2.27,1.0, False.,
WA,124.0,408.0, no, no,0.0,282.8,108.0,48.08,246.3,89.0,20.94,256.4,96.0,11.54,10.3,1.0,2.78,3.0, False.,
UT,91.0,510.0, no, no,0.0,142.6,90.0,24.24,286.8,102.0,24.38,222.2,113.0,10.0,14.8,3.0,4.0,0.0, False.,
KY,169.0,510.0, no, no,0.0,276.1,120.0,46.94,123.5,88.0,10.5,261.9,116.0,11.79,11.9,5.0,3.21,1.0, False.,
NH,74.0,510.0, no, no,0.0,154.3,71.0,26.23,262.3,105.0,22.3,235.3,99.0,10.59,13.9,4.0,3.75,0.0, False.,
RI,101.0,408.0, yes, yes,35.0,181.0,88.0,30.77,222.5,113.0,18.91,217.8,103.0,9.8,11.1,3.0,3.0,1.0, False.,
CA,142.0,415.0, no, no,0.0,108.1,81.0,18.38,146.9,115.0,12.49,197.6,84.0,8.89,9.0,7.0,2.43,1.0, False.,
PA,61.0,415.0, no, yes,31.0,252.1,98.0,42.86,215.7,149.0,18.33,135.7,117.0,6.11,5.1,4.0,1.38,2.0, False.,
MA,50.0,510.0, no, no,0.0,160.1,64.0,27.22,208.7,123.0,17.74,199.7,84.0,8.99,7.6,12.0,2.05,5.0, False.,
WI,82.0,408.0, no, no,0.0,217.6,82.0,36.99,169.4,101.0,14.4,248.9,124.0,11.2,12.7,3.0,3.43,0.0, False.,
MT,142.0,415.0, no, yes,22.0,198.3,144.0,33.71,157.2,96.0,13.36,180.9,114.0,8.14,11.1,4.0,3.0,2.0, False.,
GA,27.0,415.0, no, yes,32.0,190.3,97.0,32.35,279.0,77.0,23.72,133.8,117.0,6.02,8.4,3.0,2.27,2.0, False.,
AZ,165.0,408.0, no, yes,23.0,184.7,63.0,31.4,168.0,62.0,14.28,176.1,125.0,7.92,8.7,5.0,2.35,1.0, False.,
GA,111.0,408.0, yes, no,0.0,159.4,47.0,27.1,269.3,53.0,22.89,179.8,103.0,8.09,13.7,2.0,3.7,2.0, False.,
ME,33.0,510.0, no, yes,16.0,125.1,56.0,21.27,246.6,140.0,20.96,235.4,109.0,10.59,12.1,2.0,3.27,0.0, False.,
ME,55.0,510.0, no, no,0.0,181.3,100.0,30.82,200.5,122.0,17.04,226.9,99.0,10.21,10.9,2.0,2.94,1.0, False.,
UT,96.0,510.0, yes, no,0.0,99.8,101.0,16.97,253.6,83.0,21.56,112.5,75.0,5.06,7.5,6.0,2.03,0.0, False.,
MD,115.0,408.0, no, no,0.0,254.8,97.0,43.32,153.5,110.0,13.05,217.6,117.0,9.79,9.0,4.0,2.43,1.0, False.,
DC,65.0,408.0, no, no,0.0,244.5,72.0,41.57,206.2,88.0,17.53,299.8,110.0,13.49,7.6,1.0,2.05,5.0, False.,
OH,50.0,408.0, no, no,0.0,167.7,74.0,28.51,179.9,98.0,15.29,166.5,73.0,7.49,10.9,2.0,2.94,1.0, False.,
MO,137.0,510.0, no, no,0.0,79.5,121.0,13.52,164.1,86.0,13.95,121.8,108.0,5.48,11.7,7.0,3.16,2.0, False.,
ID,95.0,408.0, no, no,0.0,133.0,94.0,22.61,196.6,126.0,16.71,181.0,128.0,8.15,9.9,3.0,2.67,4.0, False.,
WA,118.0,408.0, no, no,0.0,297.2,113.0,50.52,188.8,114.0,16.05,188.9,100.0,8.5,12.4,6.0,3.35,1.0, False.,
NY,84.0,415.0, no, no,0.0,214.9,72.0,36.53,197.7,92.0,16.8,153.1,79.0,6.89,11.9,2.0,3.21,2.0, False.,
NJ,42.0,408.0, no, no,0.0,269.9,99.0,45.88,37.8,76.0,3.21,166.6,139.0,7.5,13.8,1.0,3.73,1.0, False.,
NM,53.0,415.0, no, no,0.0,143.8,102.0,24.45,199.6,124.0,16.97,177.8,65.0,8.0,7.8,4.0,2.11,1.0, False.,
ID,123.0,415.0, no, no,0.0,132.2,122.0,22.47,169.9,101.0,14.44,150.1,123.0,6.75,12.9,11.0,3.48,3.0, False.,
MO,60.0,408.0, no, no,0.0,162.8,117.0,27.68,163.2,121.0,13.87,242.4,140.0,10.91,14.2,2.0,3.83,1.0, False.,
NJ,112.0,408.0, no, no,0.0,351.5,95.0,59.76,206.8,108.0,17.58,275.8,146.0,12.41,11.9,4.0,3.21,1.0, False.,
NC,43.0,415.0, no, no,0.0,165.8,96.0,28.19,132.0,105.0,11.22,323.2,62.0,14.54,10.7,6.0,2.89,0.0, False.,
KY,150.0,415.0, no, yes,24.0,195.7,108.0,33.27,208.8,110.0,17.75,177.0,84.0,7.97,11.7,2.0,3.16,2.0, False.,
CT,92.0,408.0, no, no,0.0,250.6,100.0,42.6,41.7,94.0,3.54,186.2,100.0,8.38,9.7,6.0,2.62,2.0, False.,
NY,68.0,510.0, no, no,0.0,141.9,112.0,24.12,166.2,94.0,14.13,223.5,77.0,10.06,9.2,6.0,2.48,1.0, False.,
OH,159.0,510.0, no, no,0.0,168.5,80.0,28.65,203.9,119.0,17.33,199.1,126.0,8.96,8.1,2.0,2.19,1.0, False.,
IL,158.0,415.0, no, yes,19.0,127.6,88.0,21.69,235.2,82.0,19.99,195.0,87.0,8.78,10.1,3.0,2.73,0.0, False.,
IL,119.0,408.0, no, no,0.0,197.2,111.0,33.52,168.1,78.0,14.29,209.8,84.0,9.44,4.2,2.0,1.13,1.0, False.,
WA,54.0,415.0, no, yes,28.0,217.4,98.0,36.96,246.2,120.0,20.93,127.0,92.0,5.72,7.5,8.0,2.03,1.0, False.,
NJ,60.0,415.0, yes, no,0.0,97.2,91.0,16.52,243.7,93.0,20.71,235.0,116.0,10.58,10.1,2.0,2.73,1.0, False.,
WI,111.0,415.0, no, yes,23.0,87.7,91.0,14.91,218.3,118.0,18.56,173.1,87.0,7.79,12.3,4.0,3.32,1.0, False.,
WV,119.0,415.0, no, yes,32.0,186.4,75.0,31.69,206.9,92.0,17.59,150.6,80.0,6.78,12.1,2.0,3.27,1.0, False.,
AL,74.0,415.0, no, no,0.0,180.0,110.0,30.6,212.9,100.0,18.1,182.3,95.0,8.2,11.8,10.0,3.19,0.0, False.,
WY,118.0,408.0, no, no,0.0,232.4,92.0,39.51,191.0,68.0,16.24,213.0,138.0,9.58,7.7,4.0,2.08,1.0, False.,
ME,124.0,415.0, no, no,0.0,151.6,119.0,25.77,198.1,93.0,16.84,173.4,91.0,7.8,11.6,3.0,3.13,3.0, False.,
LA,133.0,510.0, no, no,0.0,172.2,81.0,29.27,214.9,123.0,18.27,184.3,90.0,8.29,11.1,6.0,3.0,3.0, False.,
WI,49.0,408.0, no, no,0.0,260.9,88.0,44.35,174.2,103.0,14.81,262.8,98.0,11.83,10.6,4.0,2.86,1.0, False.,
NH,112.0,415.0, no, no,0.0,124.4,109.0,21.15,196.1,119.0,16.67,166.1,89.0,7.47,10.2,4.0,2.75,2.0, False.,
HI,130.0,510.0, no, no,0.0,126.8,101.0,21.56,144.1,105.0,12.25,249.6,117.0,11.23,11.4,8.0,3.08,2.0, False.,
WV,130.0,510.0, no, no,0.0,110.0,107.0,18.7,181.9,85.0,15.46,208.0,94.0,9.36,11.7,3.0,3.16,1.0, False.,
UT,188.0,408.0, no, no,0.0,231.1,92.0,39.29,182.4,93.0,15.5,227.2,89.0,10.22,9.8,5.0,2.65,4.0, False.,
HI,174.0,415.0, no, no,0.0,187.4,74.0,31.86,144.6,142.0,12.29,235.7,102.0,10.61,10.2,1.0,2.75,1.0, False.,
VT,57.0,415.0, no, no,0.0,166.4,114.0,28.29,76.8,119.0,6.53,260.1,77.0,11.7,10.9,3.0,2.94,3.0, False.,
TX,98.0,415.0, yes, no,0.0,172.5,118.0,29.33,198.5,107.0,16.87,230.2,105.0,10.36,12.6,3.0,3.4,1.0, False.,
MD,105.0,408.0, no, no,0.0,141.8,85.0,24.11,191.3,101.0,16.26,133.6,126.0,6.01,10.9,3.0,2.94,1.0, False.,
TN,175.0,408.0, yes, yes,35.0,159.5,95.0,27.12,140.7,100.0,11.96,176.3,99.0,7.93,5.4,4.0,1.46,5.0, False.,
GA,100.0,415.0, no, no,0.0,218.9,124.0,37.21,237.5,99.0,20.19,189.7,52.0,8.54,11.0,6.0,2.97,2.0, False.,
MA,132.0,415.0, no, no,0.0,138.7,101.0,23.58,257.5,85.0,21.89,165.6,92.0,7.45,7.8,1.0,2.11,2.0, False.,
ND,117.0,415.0, yes, no,0.0,158.1,101.0,26.88,315.1,96.0,26.78,176.1,108.0,7.92,13.9,2.0,3.75,3.0, False.,
NJ,65.0,415.0, no, no,0.0,97.9,138.0,16.64,173.0,102.0,14.71,262.2,92.0,11.8,9.2,4.0,2.48,1.0, False.,
NH,131.0,510.0, no, no,0.0,103.5,105.0,17.6,174.1,103.0,14.8,248.2,95.0,11.17,11.7,2.0,3.16,5.0, False.,
NJ,114.0,408.0, no, no,0.0,206.3,113.0,35.07,223.5,97.0,19.0,234.3,119.0,10.54,8.1,6.0,2.19,2.0, False.,
FL,127.0,415.0, no, yes,24.0,211.5,121.0,35.96,183.9,115.0,15.63,186.2,103.0,8.38,13.5,1.0,3.65,3.0, False.,
SC,94.0,408.0, no, no,0.0,229.2,103.0,38.96,163.9,133.0,13.93,190.1,67.0,8.55,7.4,6.0,2.0,3.0, False.,
WY,67.0,510.0, no, no,0.0,125.0,96.0,21.25,294.5,114.0,25.03,205.7,75.0,9.26,10.2,4.0,2.75,1.0, False.,
TX,123.0,408.0, no, yes,41.0,141.3,127.0,24.02,152.0,96.0,12.92,218.8,114.0,9.85,8.1,3.0,2.19,3.0, False.,
MA,116.0,415.0, no, no,0.0,119.0,94.0,20.23,144.3,110.0,12.27,199.7,65.0,8.99,8.8,5.0,2.38,2.0, False.,
ID,107.0,415.0, no, no,0.0,260.6,81.0,44.3,246.1,116.0,20.92,243.3,117.0,10.95,12.8,9.0,3.46,0.0, False.,
TX,110.0,415.0, no, no,0.0,149.2,128.0,25.36,112.8,101.0,9.59,156.3,111.0,7.03,12.2,4.0,3.29,1.0, False.,
DE,29.0,415.0, no, no,0.0,163.7,109.0,27.83,207.3,88.0,17.62,266.2,101.0,11.98,10.4,2.0,2.81,1.0, False.,
NY,76.0,415.0, no, no,0.0,223.0,109.0,37.91,218.7,97.0,18.59,138.6,126.0,6.24,11.6,8.0,3.13,2.0, False.,
ME,115.0,408.0, no, no,0.0,200.2,115.0,34.03,268.8,109.0,22.85,185.4,102.0,8.34,12.8,2.0,3.46,3.0, False.,
NM,68.0,415.0, no, no,0.0,248.6,59.0,42.26,199.1,126.0,16.92,112.5,117.0,5.06,6.5,3.0,1.76,2.0, False.,
IL,63.0,415.0, no, yes,26.0,214.2,80.0,36.41,253.0,152.0,21.51,156.4,109.0,7.04,10.3,2.0,2.78,2.0, False.,
LA,69.0,415.0, no, no,0.0,245.6,128.0,41.75,173.0,101.0,14.71,111.8,118.0,5.03,14.2,7.0,3.83,2.0, False.,
TN,97.0,408.0, no, no,0.0,238.6,85.0,40.56,203.3,75.0,17.28,180.5,127.0,8.12,16.2,8.0,4.37,0.0, False.,
MI,108.0,510.0, yes, no,0.0,86.1,97.0,14.64,227.9,101.0,19.37,225.8,102.0,10.16,9.1,3.0,2.46,3.0, False.,
MS,79.0,415.0, no, no,0.0,161.6,94.0,27.47,187.5,110.0,15.94,220.8,71.0,9.94,10.3,7.0,2.78,2.0, False.,
DE,52.0,415.0, no, no,0.0,257.9,80.0,43.84,220.7,82.0,18.76,225.4,70.0,10.14,16.8,3.0,4.54,2.0, False.,
KS,114.0,415.0, no, no,0.0,209.2,127.0,35.56,165.3,93.0,14.05,196.8,98.0,8.86,10.6,8.0,2.86,3.0, False.,
RI,90.0,510.0, no, yes,19.0,214.0,57.0,36.38,245.3,105.0,20.85,205.6,68.0,9.25,10.3,2.0,2.78,1.0, False.,
NJ,82.0,415.0, no, yes,33.0,247.4,106.0,42.06,167.1,110.0,14.2,207.6,113.0,9.34,6.8,1.0,1.84,5.0, False.,
WI,122.0,415.0, no, yes,21.0,196.0,104.0,33.32,194.7,73.0,16.55,150.8,92.0,6.79,9.6,4.0,2.59,0.0, False.,
MT,73.0,415.0, no, yes,33.0,129.8,112.0,22.07,225.3,96.0,19.15,262.5,104.0,11.81,8.6,3.0,2.32,1.0, False.,
WV,100.0,408.0, no, no,0.0,239.1,96.0,40.65,180.1,110.0,15.31,259.2,112.0,11.66,14.0,2.0,3.78,0.0, False.,
IL,124.0,510.0, no, no,0.0,133.2,80.0,22.64,144.2,98.0,12.26,261.0,102.0,11.75,12.0,3.0,3.24,3.0, False.,
OR,112.0,408.0, no, no,0.0,135.7,34.0,23.07,243.0,99.0,20.66,209.3,115.0,9.42,12.2,8.0,3.29,1.0, False.,
MN,120.0,415.0, no, yes,31.0,211.0,117.0,35.87,238.7,77.0,20.29,184.5,99.0,8.3,14.0,8.0,3.78,1.0, False.,
TX,95.0,510.0, no, no,0.0,135.2,93.0,22.98,285.9,123.0,24.3,228.1,112.0,10.26,10.0,2.0,2.7,3.0, False.,
AZ,102.0,510.0, no, yes,29.0,158.2,132.0,26.89,250.6,47.0,21.3,219.3,86.0,9.87,15.1,4.0,4.08,1.0, False.,
LA,61.0,408.0, no, no,0.0,140.8,126.0,23.94,212.5,115.0,18.06,141.7,79.0,6.38,6.4,5.0,1.73,4.0, False.,
AL,42.0,510.0, no, no,0.0,160.2,103.0,27.23,159.8,116.0,13.58,255.7,87.0,11.51,12.9,3.0,3.48,1.0, False.,
MD,104.0,415.0, no, no,0.0,153.7,86.0,26.13,160.3,78.0,13.63,176.6,140.0,7.95,9.6,8.0,2.59,1.0, False.,
ND,184.0,415.0, no, no,0.0,237.6,86.0,40.39,157.0,105.0,13.35,163.6,103.0,7.36,14.2,2.0,3.83,2.0, False.,
DC,29.0,510.0, no, no,0.0,182.1,92.0,30.96,180.4,91.0,15.33,206.4,128.0,9.29,7.2,2.0,1.94,2.0, False.,
MD,5.0,408.0, no, no,0.0,198.7,108.0,33.78,146.7,86.0,12.47,216.8,95.0,9.76,9.5,3.0,2.57,2.0, False.,
MA,58.0,408.0, no, yes,47.0,151.1,117.0,25.69,137.4,103.0,11.68,172.6,99.0,7.77,9.2,8.0,2.48,1.0, False.,
AR,103.0,415.0, no, yes,22.0,219.0,126.0,37.23,311.9,126.0,26.51,197.0,112.0,8.87,9.0,8.0,2.43,3.0, False.,
DC,165.0,510.0, no, no,0.0,195.2,84.0,33.18,229.5,116.0,19.51,185.3,147.0,8.34,11.9,3.0,3.21,0.0, False.,
NJ,77.0,408.0, yes, yes,34.0,209.9,79.0,35.68,226.1,88.0,19.22,101.8,103.0,4.58,11.4,2.0,3.08,2.0, False.,
