state,accountlength,areacode,internationalplan,voicemailplan,numbervmailmessages,totaldayminutes,totaldaycalls,totaldaycharge,totaleveminutes,totalevecalls,totalevecharge,totalnightminutes,totalnightcalls,totalnightcharge,totalintlminutes,totalintlcalls,totalintlcharge,numbercustomerservicecalls,class
NJ,123.0,408.0, no, no,0.0,159.5,77.0,27.12,303.8,92.0,25.82,226.9,120.0,10.21,12.0,4.0,3.24,0.0, False.
TX,58.0,408.0, no, yes,20.0,194.5,110.0,33.07,213.7,89.0,18.16,236.6,92.0,10.65,9.5,2.0,2.57,1.0, False.
MT,74.0,408.0, no, no,0.0,174.1,96.0,29.6,251.1,94.0,21.34,257.6,123.0,11.59,8.3,5.0,2.24,2.0, True.
CO,125.0,415.0, no, no,0.0,131.8,97.0,22.41,136.7,100.0,11.62,308.2,119.0,13.87,7.7,6.0,2.08,2.0, False.
VT,80.0,415.0, no, no,0.0,160.6,103.0,27.3,237.0,109.0,20.15,245.1,88.0,11.03,10.7,1.0,2.89,1.0, False.
RI,53.0,408.0, no, yes,18.0,146.8,107.0,24.96,310.0,84.0,26.35,178.7,130.0,8.04,7.2,7.0,1.94,0.0, False.
WY,99.0,408.0, no, yes,28.0,200.7,88.0,34.12,264.2,116.0,22.46,172.7,102.0,7.77,9.1,5.0,2.46,1.0, False.
ID,99.0,415.0, no, no,0.0,145.6,106.0,24.75,98.3,106.0,8.36,230.8,83.0,10.39,10.9,5.0,2.94,1.0, False.
CT,66.0,415.0, no, yes,29.0,229.4,104.0,39.0,257.4,84.0,21.88,231.5,119.0,10.42,8.0,1.0,2.16,2.0, False.
ME,97.0,510.0, no, no,0.0,211.0,76.0,35.87,189.0,100.0,16.07,123.0,102.0,5.54,4.7,4.0,1.27,3.0, False.
AZ,75.0,510.0, no, yes,37.0,121.5,97.0,20.66,271.4,110.0,23.07,248.7,97.0,11.19,11.3,5.0,3.05,2.0, False.
MD,85.0,510.0, yes, no,0.0,216.0,73.0,36.72,188.2,117.0,16.0,147.1,98.0,6.62,3.6,7.0,0.97,2.0, False.
IN,108.0,510.0, no, no,0.0,293.0,88.0,49.81,160.6,101.0,13.65,143.9,87.0,6.48,10.0,6.0,2.7,2.0, False.
NC,133.0,408.0, yes, yes,32.0,221.1,137.0,37.59,264.9,99.0,22.52,168.9,108.0,7.6,15.4,4.0,4.16,2.0, True.
DE,51.0,510.0, no, no,0.0,181.5,108.0,30.86,196.9,87.0,16.74,187.2,119.0,8.42,10.3,2.0,2.78,1.0, False.
MN,186.0,415.0, no, yes,26.0,74.3,107.0,12.63,177.3,116.0,15.07,296.3,90.0,13.33,14.5,3.0,3.92,2.0, False.
WI,44.0,415.0, yes, no,0.0,62.3,92.0,10.59,275.0,82.0,23.38,138.7,108.0,6.24,10.8,3.0,2.92,1.0, False.
FL,64.0,408.0, no, yes,31.0,228.6,88.0,38.86,248.5,109.0,21.12,167.1,124.0,7.52,9.0,1.0,2.43,3.0, False.
WV,44.0,510.0, no, no,0.0,228.1,121.0,38.78,276.5,79.0,23.5,279.8,77.0,12.59,9.9,5.0,2.67,2.0, True.
SD,114.0,415.0, no, yes,36.0,309.9,90.0,52.68,200.3,89.0,17.03,183.5,105.0,8.26,14.2,2.0,3.83,1.0, False.
FL,92.0,415.0, no, no,0.0,201.9,74.0,34.32,226.8,119.0,19.28,217.5,80.0,9.79,13.7,6.0,3.7,3.0, False.
OR,110.0,408.0, no, no,0.0,149.8,112.0,25.47,180.0,93.0,15.3,140.0,119.0,6.3,11.7,4.0,3.16,2.0, False.
CO,90.0,408.0, no, yes,30.0,183.8,76.0,31.25,229.7,95.0,19.52,144.1,124.0,6.48,7.7,3.0,2.08,1.0, False.
CT,72.0,408.0, no, yes,21.0,186.7,108.0,31.74,335.0,86.0,28.48,187.2,119.0,8.42,16.5,4.0,4.46,1.0, False.
IN,113.0,415.0, no, no,0.0,209.4,151.0,35.6,347.3,113.0,29.52,246.0,116.0,11.07,7.4,2.0,2.0,1.0, True.
PA,171.0,415.0, no, yes,25.0,223.2,77.0,37.94,183.2,118.0,15.57,150.8,90.0,6.79,10.2,3.0,2.75,3.0, False.
NM,104.0,415.0, no, no,0.0,164.2,109.0,27.91,155.4,90.0,13.21,168.9,117.0,7.6,10.7,8.0,2.89,1.0, False.
ME,165.0,408.0, no, no,0.0,150.5,75.0,25.59,193.1,93.0,16.41,311.6,93.0,14.02,10.3,2.0,2.78,1.0, False.
SD,104.0,510.0, no, no,0.0,234.2,128.0,39.81,293.1,92.0,24.91,183.9,79.0,8.28,9.8,6.0,2.65,0.0, True.
AR,110.0,408.0, no, no,0.0,55.3,102.0,9.4,164.7,124.0,14.0,200.7,108.0,9.03,10.2,5.0,2.75,1.0, False.
TX,90.0,408.0, yes, no,0.0,221.8,97.0,37.71,203.8,134.0,17.32,215.8,154.0,9.71,8.4,4.0,2.27,1.0, False.
NH,114.0,415.0, no, no,0.0,169.6,85.0,28.83,58.9,86.0,5.01,179.3,124.0,8.07,7.4,8.0,2.0,1.0, False.
OK,101.0,408.0, no, no,0.0,89.7,118.0,15.25,260.1,79.0,22.11,170.1,93.0,7.65,13.5,11.0,3.65,5.0, True.
WI,117.0,408.0, no, yes,14.0,80.2,81.0,13.63,219.0,103.0,18.62,122.6,102.0,5.52,8.6,2.0,2.32,1.0, False.
AL,109.0,408.0, no, no,0.0,218.9,105.0,37.21,299.9,87.0,25.49,158.6,110.0,7.14,11.3,4.0,3.05,2.0, False.
PA,82.0,408.0, no, no,0.0,125.7,96.0,21.37,207.6,137.0,17.65,183.1,103.0,8.24,12.9,2.0,3.48,1.0, False.
OK,92.0,510.0, no, no,0.0,176.3,85.0,29.97,93.4,125.0,7.94,207.2,107.0,9.32,9.6,1.0,2.59,2.0, False.
ME,82.0,510.0, no, yes,29.0,207.2,111.0,35.22,254.1,137.0,21.6,169.3,92.0,7.62,9.5,5.0,2.57,2.0, False.
WV,90.0,415.0, no, no,0.0,205.7,138.0,34.97,161.9,83.0,13.76,269.7,104.0,12.14,12.5,6.0,3.38,2.0, False.
HI,87.0,408.0, no, yes,28.0,151.4,95.0,25.74,152.4,97.0,12.95,250.1,109.0,11.25,0.0,0.0,0.0,1.0, False.
MN,124.0,510.0, no, no,0.0,157.5,70.0,26.78,130.7,79.0,11.11,193.4,98.0,8.7,9.6,4.0,2.59,3.0, False.
NY,39.0,408.0, no, no,0.0,160.4,68.0,27.27,102.6,103.0,8.72,235.3,106.0,10.59,9.1,5.0,2.46,2.0, False.
AZ,84.0,415.0, no, no,0.0,159.0,80.0,27.03,167.9,128.0,14.27,167.6,101.0,7.54,12.3,5.0,3.32,1.0, False.
OH,75.0,510.0, no, yes,46.0,214.1,62.0,36.4,200.9,111.0,17.08,246.8,126.0,11.11,9.2,6.0,2.48,0.0, False.
MI,102.0,510.0, no, no,0.0,102.6,89.0,17.44,246.0,77.0,20.91,170.5,140.0,7.67,9.1,4.0,2.46,2.0, False.
MA,62.0,415.0, yes, no,0.0,159.7,86.0,27.15,197.5,76.0,16.79,121.6,105.0,5.47,13.9,6.0,3.75,0.0, True.
WV,143.0,510.0, no, no,0.0,202.8,109.0,34.48,165.8,104.0,14.09,143.9,71.0,6.48,4.6,4.0,1.24,1.0, False.
MI,53.0,415.0, no, no,0.0,57.5,95.0,9.78,265.5,131.0,22.57,244.3,128.0,10.99,11.6,6.0,3.13,3.0, False.
NM,30.0,415.0, no, no,0.0,169.9,144.0,28.88,225.2,118.0,19.14,169.7,93.0,7.64,11.4,7.0,3.08,1.0, False.
MO,112.0,415.0, no, no,0.0,335.5,77.0,57.04,212.5,109.0,18.06,265.0,132.0,11.93,12.7,8.0,3.43,2.0, True.
RI,129.0,415.0, no, no,0.0,139.5,119.0,23.72,289.3,105.0,24.59,129.4,97.0,5.82,13.1,8.0,3.54,0.0, False.
NC,63.0,415.0, no, yes,29.0,142.3,107.0,24.19,118.7,56.0,10.09,240.1,91.0,10.8,6.6,8.0,1.78,1.0, False.
WY,28.0,415.0, no, no,0.0,187.8,94.0,31.93,248.6,86.0,21.13,208.8,124.0,9.4,10.6,5.0,2.86,0.0, False.
WY,111.0,415.0, no, no,0.0,146.2,55.0,24.85,261.5,83.0,22.23,163.2,116.0,7.34,8.7,3.0,2.35,3.0, False.
PA,91.0,510.0, no, no,0.0,231.8,120.0,39.41,150.6,106.0,12.8,269.2,129.0,12.11,11.6,7.0,3.13,3.0, False.
KY,90.0,415.0, no, no,0.0,193.7,83.0,32.93,154.2,79.0,13.11,299.0,60.0,13.46,12.7,3.0,3.43,1.0, False.
OR,151.0,510.0, no, no,0.0,156.4,108.0,26.59,233.4,118.0,19.84,195.7,141.0,8.81,7.7,6.0,2.08,4.0, False.
NV,105.0,415.0, yes, yes,29.0,220.7,82.0,37.52,217.7,110.0,18.5,190.5,100.0,8.57,13.2,6.0,3.56,1.0, True.
DC,41.0,408.0, no, yes,37.0,239.8,110.0,40.77,221.9,115.0,18.86,189.1,100.0,8.51,7.3,1.0,1.97,2.0, False.
UT,48.0,510.0, no, yes,43.0,172.0,111.0,29.24,200.2,64.0,17.02,233.1,96.0,10.49,8.0,5.0,2.16,1.0, False.
WA,166.0,408.0, yes, yes,35.0,128.2,138.0,21.79,274.5,113.0,23.33,298.9,130.0,13.45,8.8,7.0,2.38,2.0, False.
FL,79.0,510.0, no, no,0.0,130.2,119.0,22.13,290.9,121.0,24.73,194.8,140.0,8.77,14.0,6.0,3.78,3.0, False.
VA,153.0,510.0, no, no,0.0,195.4,107.0,33.22,154.6,96.0,13.14,142.8,97.0,6.43,11.6,6.0,3.13,1.0, False.
KS,110.0,415.0, yes, no,0.0,293.3,79.0,49.86,188.5,90.0,16.02,266.9,91.0,12.01,14.5,4.0,3.92,0.0, True.
KS,163.0,415.0, no, no,0.0,191.3,89.0,32.52,193.9,87.0,16.48,268.4,121.0,12.08,12.8,4.0,3.46,1.0, False.
DC,126.0,510.0, no, no,0.0,122.4,88.0,20.81,143.8,111.0,12.22,157.0,106.0,7.07,11.5,3.0,3.11,1.0, False.
ME,105.0,408.0, no, yes,33.0,209.6,68.0,35.63,146.9,140.0,12.49,121.0,131.0,5.44,10.6,3.0,2.86,2.0, False.
LA,172.0,415.0, no, no,0.0,215.7,140.0,36.67,146.3,84.0,12.44,264.6,83.0,11.91,7.1,1.0,1.92,3.0, False.
DC,126.0,415.0, no, no,0.0,161.4,110.0,27.44,220.6,125.0,18.75,249.2,78.0,11.21,5.1,2.0,1.38,0.0, False.
TX,97.0,510.0, no, no,0.0,144.2,91.0,24.51,226.7,137.0,19.27,144.6,72.0,6.51,13.8,4.0,3.73,3.0, False.
NJ,95.0,408.0, yes, yes,37.0,220.2,109.0,37.43,185.3,99.0,15.75,205.1,82.0,9.23,4.1,2.0,1.11,0.0, True.
DE,87.0,510.0, no, no,0.0,256.2,105.0,43.55,160.7,102.0,13.66,249.4,80.0,11.22,7.4,2.0,2.0,4.0, False.
VT,97.0,415.0, no, no,0.0,112.7,119.0,19.16,217.7,109.0,18.5,152.1,76.0,6.84,6.5,5.0,1.76,1.0, False.
GA,76.0,415.0, no, no,0.0,299.5,125.0,50.92,226.7,92.0,19.27,210.7,134.0,9.48,13.7,4.0,3.7,0.0, True.
TX,140.0,408.0, no, no,0.0,194.8,107.0,33.12,170.9,99.0,14.53,225.1,93.0,10.13,13.9,4.0,3.75,0.0, False.
MT,169.0,415.0, no, no,0.0,100.8,112.0,17.14,230.0,69.0,19.55,193.6,95.0,8.71,9.5,2.0,2.57,0.0, False.
ND,68.0,408.0, no, yes,22.0,82.5,97.0,14.03,289.9,94.0,24.64,180.0,114.0,8.1,4.8,4.0,1.3,3.0, False.
NJ,122.0,415.0, no, yes,34.0,146.4,104.0,24.89,89.7,103.0,7.62,220.0,91.0,9.9,15.6,4.0,4.21,2.0, False.
MO,36.0,408.0, no, no,0.0,177.9,129.0,30.24,224.6,87.0,19.09,306.3,102.0,13.78,10.8,6.0,2.92,2.0, False.
CO,120.0,510.0, no, yes,27.0,153.5,84.0,26.1,194.0,73.0,16.49,256.5,94.0,11.54,10.2,7.0,2.75,5.0, False.
KS,121.0,408.0, no, no,0.0,150.7,105.0,25.62,197.3,133.0,16.77,169.0,116.0,7.61,9.2,15.0,2.48,1.0, False.
NC,64.0,408.0, no, yes,19.0,180.1,106.0,30.62,127.5,92.0,10.84,237.4,118.0,10.68,7.5,3.0,2.03,0.0, False.
MT,13.0,415.0, no, yes,31.0,265.3,94.0,45.1,147.6,95.0,12.55,259.3,117.0,11.67,12.9,1.0,3.48,1.0, False.
DE,106.0,415.0, no, no,0.0,128.6,83.0,21.86,134.0,114.0,11.39,210.6,113.0,9.48,11.4,2.0,3.08,0.0, False.
ND,88.0,415.0, no, no,0.0,161.5,92.0,27.46,173.5,108.0,14.75,206.2,95.0,9.28,7.9,4.0,2.13,2.0, False.
VA,74.0,408.0, no, no,0.0,165.3,120.0,28.1,198.5,106.0,16.87,208.5,102.0,9.38,9.8,3.0,2.65,1.0, False.
IL,83.0,415.0, no, no,0.0,195.0,92.0,33.15,210.5,83.0,17.89,180.6,92.0,8.13,11.0,13.0,2.97,0.0, False.
OK,49.0,415.0, no, no,0.0,213.8,79.0,36.35,265.1,93.0,22.53,239.8,128.0,10.79,15.6,7.0,4.21,0.0, False.
CO,111.0,510.0, no, yes,24.0,205.5,114.0,34.94,219.3,99.0,18.64,215.9,95.0,9.72,14.0,4.0,3.78,1.0, False.
MT,50.0,415.0, no, yes,22.0,252.9,112.0,42.99,177.9,99.0,15.12,158.4,146.0,7.13,8.5,4.0,2.3,3.0, False.
WV,153.0,408.0, no, yes,28.0,235.6,74.0,40.05,227.9,37.0,19.37,170.3,103.0,7.66,15.4,9.0,4.16,0.0, False.
ME,88.0,415.0, no, no,0.0,192.0,91.0,32.64,127.6,127.0,10.85,155.6,125.0,7.0,7.5,5.0,2.03,1.0, False.
WI,131.0,415.0, no, yes,39.0,69.1,122.0,11.75,101.3,136.0,8.61,104.8,94.0,4.72,9.1,4.0,2.46,0.0, False.
MO,79.0,408.0, no, no,0.0,261.7,97.0,44.49,210.6,48.0,17.9,256.7,83.0,11.55,6.0,3.0,1.62,3.0, True.
NY,140.0,415.0, no, no,0.0,235.5,81.0,40.04,257.2,130.0,21.86,103.1,111.0,4.64,11.5,4.0,3.11,2.0, False.
CT,105.0,408.0, no, no,0.0,213.4,100.0,36.28,204.9,52.0,17.42,179.7,93.0,8.09,9.5,6.0,2.57,1.0, False.
AR,54.0,415.0, no, yes,39.0,206.9,143.0,35.17,127.8,72.0,10.86,199.2,120.0,8.96,9.2,1.0,2.48,3.0, False.
WY,87.0,415.0, no, yes,22.0,263.8,65.0,44.85,103.4,115.0,8.79,208.1,109.0,9.36,8.5,3.0,2.3,3.0, False.
CA,96.0,510.0, no, yes,31.0,183.4,126.0,31.18,195.5,106.0,16.62,180.1,93.0,8.1,10.5,5.0,2.84,1.0, False.
CA,79.0,510.0, no, no,0.0,157.6,85.0,26.79,194.1,92.0,16.5,231.5,86.0,10.42,9.4,10.0,2.54,5.0, True.
MN,55.0,415.0, no, no,0.0,175.6,147.0,29.85,161.8,118.0,13.75,289.5,55.0,13.03,9.3,4.0,2.51,0.0, False.
AK,130.0,415.0, no, no,0.0,242.5,101.0,41.23,102.8,114.0,8.74,142.4,89.0,6.41,9.3,2.0,2.51,2.0, False.
VA,34.0,415.0, no, no,0.0,151.0,102.0,25.67,131.4,101.0,11.17,186.6,86.0,8.4,9.9,7.0,2.67,0.0, False.
CO,139.0,415.0, no, no,0.0,138.1,103.0,23.48,164.5,100.0,13.98,134.9,63.0,6.07,8.3,2.0,2.24,1.0, False.
MT,109.0,408.0, no, no,0.0,264.7,69.0,45.0,305.0,120.0,25.93,197.4,86.0,8.88,9.5,9.0,2.57,1.0, True.
SD,65.0,408.0, no, yes,31.0,282.3,70.0,47.99,152.0,89.0,12.92,225.5,93.0,10.15,12.0,4.0,3.24,1.0, False.
NE,63.0,415.0, no, no,0.0,211.2,80.0,35.9,237.7,93.0,20.2,259.2,58.0,11.66,12.3,2.0,3.32,0.0, False.
VT,152.0,415.0, no, no,0.0,197.1,126.0,33.51,130.1,76.0,11.06,78.1,100.0,3.51,7.4,4.0,2.0,3.0, False.
ND,147.0,408.0, no, no,0.0,205.3,95.0,34.9,166.7,128.0,14.17,240.6,84.0,10.83,7.8,4.0,2.11,1.0, False.
GA,112.0,415.0, no, yes,22.0,181.8,110.0,30.91,228.1,123.0,19.39,262.7,141.0,11.82,9.2,4.0,2.48,2.0, False.
OR,120.0,415.0, no, no,0.0,252.0,120.0,42.84,150.2,106.0,12.77,151.8,96.0,6.83,9.6,1.0,2.59,2.0, False.
MT,27.0,510.0, no, no,0.0,193.8,102.0,32.95,118.9,104.0,10.11,135.9,124.0,6.12,9.2,3.0,2.48,0.0, False.
WY,171.0,415.0, no, no,0.0,231.2,135.0,39.3,188.7,74.0,16.04,206.9,124.0,9.31,12.3,1.0,3.32,1.0, False.
GA,101.0,415.0, no, yes,33.0,200.1,108.0,34.02,188.9,122.0,16.06,205.1,90.0,9.23,15.5,4.0,4.19,0.0, False.
WV,32.0,408.0, no, yes,26.0,266.7,109.0,45.34,232.3,107.0,19.75,212.8,98.0,9.58,16.3,4.0,4.4,1.0, False.
CT,3.0,415.0, no, yes,36.0,118.1,117.0,20.08,221.5,125.0,18.83,103.9,89.0,4.68,11.9,6.0,3.21,2.0, False.
IL,151.0,408.0, no, no,0.0,175.3,106.0,29.8,144.3,87.0,12.27,160.2,88.0,7.21,11.8,5.0,3.19,0.0, False.
CO,60.0,408.0, no, no,0.0,125.1,99.0,21.27,248.8,62.0,21.15,211.3,79.0,9.51,11.2,3.0,3.02,3.0, False.
DE,119.0,415.0, no, no,0.0,176.8,90.0,30.06,224.7,81.0,19.1,204.6,77.0,9.21,7.5,15.0,2.03,1.0, False.
LA,43.0,415.0, no, no,0.0,241.9,101.0,41.12,129.4,121.0,11.0,264.8,104.0,11.92,5.9,3.0,1.59,1.0, False.
MA,42.0,408.0, no, no,0.0,241.2,134.0,41.0,116.5,114.0,9.9,152.2,91.0,6.85,10.6,4.0,2.86,0.0, False.
IN,84.0,408.0, no, no,0.0,217.1,99.0,36.91,236.0,68.0,20.06,118.3,120.0,5.32,9.4,4.0,2.54,1.0, False.
NY,65.0,510.0, no, no,0.0,195.4,110.0,33.22,181.2,109.0,15.4,178.5,105.0,8.03,8.9,4.0,2.4,0.0, False.
TX,75.0,415.0, yes, no,0.0,222.4,78.0,37.81,327.0,111.0,27.8,208.0,104.0,9.36,8.7,9.0,2.35,1.0, True.
KS,116.0,510.0, no, no,0.0,189.5,90.0,32.22,189.8,118.0,16.13,205.8,83.0,9.26,13.1,2.0,3.54,1.0, False.
WV,107.0,415.0, no, no,0.0,123.1,100.0,20.93,158.4,82.0,13.46,256.1,82.0,11.52,9.3,5.0,2.51,0.0, False.
NE,189.0,415.0, no, yes,38.0,256.7,98.0,43.64,150.5,120.0,12.79,123.0,87.0,5.54,11.4,3.0,3.08,3.0, False.
ND,123.0,408.0, no, no,0.0,159.1,94.0,27.05,241.6,119.0,20.54,202.4,120.0,9.11,6.5,1.0,1.76,1.0, False.
AK,110.0,408.0, no, no,0.0,100.1,90.0,17.02,233.3,93.0,19.83,204.4,57.0,9.2,11.1,8.0,3.0,3.0, False.
CO,63.0,415.0, no, yes,32.0,30.9,113.0,5.25,187.0,113.0,15.9,230.8,101.0,10.39,8.6,7.0,2.32,1.0, False.
ME,176.0,415.0, no, no,0.0,223.2,76.0,37.94,214.4,131.0,18.22,154.4,80.0,6.95,10.1,2.0,2.73,3.0, False.
SC,108.0,510.0, no, no,0.0,187.4,101.0,31.86,199.9,126.0,16.99,216.1,107.0,9.72,12.6,8.0,3.4,1.0, False.
MN,13.0,510.0, no, yes,21.0,315.6,105.0,53.65,208.9,71.0,17.76,260.1,123.0,11.7,12.1,3.0,3.27,3.0, False.
CO,71.0,415.0, no, no,0.0,277.5,104.0,47.18,131.8,121.0,11.2,126.9,101.0,5.71,8.2,2.0,2.21,1.0, False.
KS,88.0,415.0, no, no,0.0,189.8,111.0,32.27,197.3,101.0,16.77,234.5,111.0,10.55,14.9,3.0,4.02,2.0, False.
MS,137.0,510.0, no, no,0.0,147.2,119.0,25.02,192.8,91.0,16.39,172.7,105.0,7.77,10.2,4.0,2.75,1.0, False.
NE,82.0,408.0, no, no,0.0,185.8,36.0,31.59,276.5,134.0,23.5,192.1,104.0,8.64,5.7,7.0,1.54,4.0, False.
NJ,92.0,510.0, no, yes,29.0,155.4,110.0,26.42,188.5,104.0,16.02,254.9,118.0,11.47,8.0,4.0,2.16,3.0, False.
WI,165.0,510.0, no, no,0.0,154.2,91.0,26.21,268.6,108.0,22.83,188.8,99.0,8.5,10.9,4.0,2.94,6.0, False.
MT,96.0,415.0, no, no,0.0,97.6,98.0,16.59,105.5,118.0,8.97,220.2,105.0,9.91,11.6,9.0,3.13,1.0, False.
AR,156.0,415.0, no, no,0.0,178.8,94.0,30.4,178.4,97.0,15.16,169.2,77.0,7.61,7.5,3.0,2.03,1.0, False.
WA,63.0,408.0, no, no,0.0,149.3,104.0,25.38,273.6,75.0,23.26,206.6,72.0,9.3,9.1,4.0,2.46,0.0, False.
NH,37.0,415.0, no, no,0.0,206.0,89.0,35.02,186.0,88.0,15.81,307.1,86.0,13.82,8.4,11.0,2.27,0.0, False.
IA,98.0,415.0, no, no,0.0,216.8,86.0,36.86,190.8,114.0,16.22,187.5,79.0,8.44,11.0,9.0,2.97,0.0, False.
WV,121.0,415.0, no, no,0.0,103.3,110.0,17.56,129.1,82.0,10.97,167.1,113.0,7.52,10.7,3.0,2.89,0.0, False.
RI,94.0,415.0, no, no,0.0,139.4,95.0,23.7,159.1,92.0,13.52,128.2,129.0,5.77,7.7,3.0,2.08,0.0, False.
KS,99.0,415.0, no, no,0.0,191.2,110.0,32.5,163.9,102.0,13.93,243.6,114.0,10.96,14.1,3.0,3.81,1.0, False.
MT,163.0,510.0, no, yes,23.0,160.0,104.0,27.2,189.4,64.0,16.1,229.9,118.0,10.35,10.4,7.0,2.81,1.0, False.
MO,161.0,510.0, no, no,0.0,221.7,95.0,37.69,193.0,82.0,16.41,194.1,113.0,8.73,6.5,4.0,1.76,3.0, False.
HI,99.0,415.0, no, no,0.0,62.9,81.0,10.69,231.0,64.0,19.64,168.9,121.0,7.6,8.5,5.0,2.3,1.0, False.
CO,108.0,415.0, no, no,0.0,215.6,78.0,36.65,195.3,119.0,16.6,194.4,65.0,8.75,3.6,5.0,0.97,1.0, False.
CT,84.0,510.0, no, yes,42.0,165.3,97.0,28.1,223.5,118.0,19.0,260.8,72.0,11.74,7.6,7.0,2.05,3.0, False.
ID,83.0,415.0, yes, yes,32.0,94.7,111.0,16.1,154.4,98.0,13.12,200.4,109.0,9.02,10.6,6.0,2.86,2.0, False.
DC,139.0,510.0, no, no,0.0,203.2,81.0,34.54,152.5,99.0,12.96,197.8,76.0,8.9,9.7,3.0,2.62,2.0, False.
TN,69.0,510.0, no, no,0.0,195.3,70.0,33.2,216.7,108.0,18.42,259.9,119.0,11.7,12.5,4.0,3.38,3.0, False.
WY,129.0,510.0, no, no,0.0,143.7,114.0,24.43,297.8,98.0,25.31,212.6,86.0,9.57,11.4,8.0,3.08,4.0, False.
MO,106.0,415.0, no, no,0.0,114.4,104.0,19.45,78.3,101.0,6.66,232.7,78.0,10.47,0.0,0.0,0.0,2.0, False.
VA,158.0,415.0, no, no,0.0,222.8,101.0,37.88,203.0,128.0,17.26,210.6,106.0,9.48,6.9,2.0,1.86,2.0, False.
SD,168.0,415.0, no, yes,22.0,175.9,70.0,29.9,211.7,105.0,17.99,174.5,81.0,7.85,7.3,5.0,1.97,2.0, False.
WV,115.0,510.0, yes, no,0.0,249.9,95.0,42.48,242.5,104.0,20.61,151.7,121.0,6.83,15.3,6.0,4.13,1.0, True.
GA,57.0,408.0, yes, yes,30.0,234.5,130.0,39.87,195.2,116.0,16.59,268.8,94.0,12.1,11.4,4.0,3.08,2.0, False.
AZ,67.0,415.0, no, no,0.0,210.7,116.0,35.82,219.2,86.0,18.63,179.7,83.0,8.09,7.2,6.0,1.94,1.0, False.
AK,127.0,408.0, no, no,0.0,182.3,124.0,30.99,169.9,110.0,14.44,184.0,116.0,8.28,9.3,3.0,2.51,1.0, False.
AK,78.0,510.0, no, no,0.0,190.3,88.0,32.35,194.5,89.0,16.53,256.5,109.0,11.54,11.7,5.0,3.16,2.0, False.
CT,100.0,415.0, no, yes,38.0,177.1,88.0,30.11,163.7,108.0,13.91,242.7,72.0,10.92,7.4,2.0,2.0,0.0, False.
UT,103.0,510.0, no, yes,36.0,87.2,92.0,14.82,169.3,110.0,14.39,166.7,80.0,7.5,10.9,5.0,2.94,6.0, True.
KY,113.0,415.0, no, no,0.0,215.6,96.0,36.65,193.4,127.0,16.44,105.4,115.0,4.74,13.5,3.0,3.65,1.0, False.
MI,78.0,510.0, no, no,0.0,137.4,109.0,23.36,237.6,49.0,20.2,206.7,136.0,9.3,14.0,11.0,3.78,3.0, False.
OR,129.0,510.0, no, yes,36.0,192.8,103.0,32.78,177.0,83.0,15.05,216.5,118.0,9.74,16.4,5.0,4.43,1.0, False.
TN,57.0,510.0, no, no,0.0,149.3,100.0,25.38,200.2,110.0,17.02,231.7,101.0,10.43,11.9,3.0,3.21,2.0, False.
WV,82.0,408.0, no, no,0.0,143.7,116.0,24.43,170.7,99.0,14.51,287.7,95.0,12.95,7.8,5.0,2.11,1.0, False.
NJ,64.0,415.0, no, no,0.0,224.8,111.0,38.22,190.0,101.0,16.15,221.4,110.0,9.96,9.2,2.0,2.48,1.0, False.
MS,86.0,510.0, no, yes,39.0,261.2,122.0,44.4,214.2,101.0,18.21,154.9,101.0,6.97,12.7,5.0,3.43,2.0, False.
ME,151.0,415.0, no, yes,26.0,196.5,98.0,33.41,175.8,111.0,14.94,221.8,124.0,9.98,13.4,5.0,3.62,0.0, False.
WY,94.0,510.0, no, no,0.0,271.2,105.0,46.1,202.6,105.0,17.22,221.6,51.0,9.97,11.5,3.0,3.11,3.0, True.
WY,90.0,415.0, no, no,0.0,207.2,121.0,35.22,292.5,104.0,24.86,226.3,103.0,10.18,8.0,1.0,2.16,2.0, False.
IN,48.0,510.0, no, no,0.0,300.4,94.0,51.07,133.2,103.0,11.32,197.4,94.0,8.88,7.2,5.0,1.94,2.0, False.
NM,85.0,408.0, no, yes,37.0,229.6,123.0,39.03,132.3,90.0,11.25,211.9,76.0,9.54,9.5,8.0,2.57,2.0, False.
NJ,93.0,415.0, yes, yes,20.0,187.5,110.0,31.88,169.8,94.0,14.43,175.3,127.0,7.89,12.1,4.0,3.27,1.0, False.
DC,169.0,415.0, yes, no,0.0,57.1,98.0,9.71,199.7,78.0,16.97,274.7,103.0,12.36,6.5,6.0,1.76,3.0, False.
UT,68.0,415.0, no, no,0.0,162.1,86.0,27.56,155.0,86.0,13.18,189.7,87.0,8.54,11.0,9.0,2.97,5.0, True.
KY,91.0,415.0, yes, no,0.0,145.0,89.0,24.65,175.8,102.0,14.94,223.7,151.0,10.07,16.7,3.0,4.51,2.0, True.
KS,68.0,510.0, no, no,0.0,159.5,123.0,27.12,240.8,93.0,20.47,210.3,76.0,9.46,11.4,3.0,3.08,1.0, False.
MI,101.0,510.0, no, no,0.0,190.7,72.0,32.42,208.6,103.0,17.73,203.8,111.0,9.17,8.8,8.0,2.38,1.0, False.
UT,67.0,510.0, no, yes,20.0,230.6,40.0,39.2,189.1,58.0,16.07,162.2,115.0,7.3,9.4,2.0,2.54,1.0, False.
NE,66.0,415.0, no, no,0.0,34.0,133.0,5.78,278.6,61.0,23.68,129.6,120.0,5.83,11.5,3.0,3.11,0.0, False.
